------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                      Marker lineage            # genomes   # markers   # marker sets    0     1    2    3    4   5+   Completeness   Contamination   Strain heterogeneity  
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  UHM91.bin.2             k__Bacteria (UID2570)            433         273           183         0    272   1    0    0   0       100.00           0.55               0.00          
  UHM5blood.bin.18    f__Flavobacteriaceae (UID2817)        81         511           283         1    507   3    0    0   0       99.65            0.34               0.00          
  UHM5blood.bin.34     o__Lactobacillales (UID544)         293         473           265         2    471   0    0    0   0       99.25            0.00               0.00          
  UHM5blood.bin.29     f__Comamonadaceae (UID4119)          39         693           323         3    683   6    1    0   0       99.23            1.05               0.00          
  UHM91.bin.22         o__Pseudomonadales (UID4488)        185         813           308         31   775   6    0    1   0       98.67            2.09               0.00          
  UHM5blood.bin.23     f__Comamonadaceae (UID4119)          39         693           323         21   653   19   0    0   0       98.61            2.26               0.00          
  UHM91.bin.18         o__Lactobacillales (UID544)         293         475           267         33   436   6    0    0   0       98.55            1.81              33.33          
  UHM5blood.bin.7         k__Bacteria (UID2570)            433         273           183         3    269   1    0    0   0       98.36            0.55               0.00          
  UHM91.bin.20         o__Lactobacillales (UID544)         293         475           267         41   427   7    0    0   0       96.88            2.18              14.29          
  UHM91.bin.9        c__Alphaproteobacteria (UID3305)      564         349           230         8    341   0    0    0   0       96.52            0.00               0.00          
  UHM91.bin.16         o__Actinomycetales (UID1572)        580         288           173         7    277   4    0    0   0       96.24            0.39               0.00          
  UHM5blood.bin.5      o__Actinomycetales (UID1572)        580         288           173         8    276   4    0    0   0       95.66            0.39               0.00          
  UHM5blood.bin.21      o__Bacteroidales (UID2657)         160         492           269         66   426   0    0    0   0       94.73            0.00               0.00          
  UHM5blood.bin.17   c__Gammaproteobacteria (UID4442)      899         312           185         54   257   1    0    0   0       94.22            0.54               0.00          
  UHM5blood.bin.12     o__Pseudomonadales (UID4488)        185         813           308         68   719   25   1    0   0       92.83            4.14               7.14          
  UHM91.bin.8           o__Clostridiales (UID1212)         172         263           149         18   243   2    0    0   0       92.29            0.84              50.00          
  UHM5blood.bin.33   f__Enterobacteriaceae (UID5066)        55         546           224         97   420   28   1    0   0       90.41            3.98              41.94          
  UHM5blood.bin.8     f__Pseudomonadaceae (UID4490)        183         843           320         82   709   51   1    0   0       89.90            7.09              12.96          
  UHM5blood.bin.26   c__Betaproteobacteria (UID3888)       323         386           234         61   321   4    0    0   0       89.73            0.56              25.00          
  UHM91.bin.23       f__Enterobacteriaceae (UID5054)       223         860           300        127   730   3    0    0   0       88.81            0.42              33.33          
  UHM91.bin.14       c__Gammaproteobacteria (UID4442)      899         312           185         64   247   1    0    0   0       88.53            0.54               0.00          
  UHM5blood.bin.15      o__Bacteroidales (UID2657)         160         492           269         53   438   1    0    0   0       88.48            0.02              100.00         
  UHM91.bin.36       c__Gammaproteobacteria (UID4442)      899         311           184         57   254   0    0    0   0       88.32            0.00               0.00          
  UHM91.bin.30       f__Enterobacteriaceae (UID5121)       138         1159          336        284   859   16   0    0   0       79.16            1.38              43.75          
  UHM91.bin.34         f__Comamonadaceae (UID4119)          39         693           323        175   516   2    0    0   0       71.67            0.31               0.00          
  UHM91.bin.26             k__Bacteria (UID203)            5449        104            58         54    46   4    0    0   0       71.16            3.45              100.00         
  UHM5blood.bin.19         k__Bacteria (UID203)            5449        104            58         56    12   35   1    0   0       70.33           55.33              92.11          
  UHM91.bin.11             k__Bacteria (UID203)            5449        104            58         56    46   2    0    0   0       67.90            2.59              50.00          
  UHM91.bin.35        f__Flavobacteriaceae (UID2817)        81         511           283        192   314   5    0    0   0       64.35            0.94              20.00          
  UHM91.bin.13          f__Moraxellaceae (UID4680)          86         689           365        244   442   3    0    0   0       63.37            0.82               0.00          
  UHM5blood.bin.1          k__Bacteria (UID203)            5449        104            58         63    41   0    0    0   0       62.07            0.00               0.00          
  UHM91.bin.52             k__Bacteria (UID203)            5449        104            58         29    30   31   13   1   0       61.60           27.11               2.63          
  UHM5blood.bin.32         k__Bacteria (UID203)            5449        102            57         61    41   0    0    0   0       61.12            0.00               0.00          
  UHM91.bin.25          o__Clostridiales (UID1212)         172         263           149         76   187   0    0    0   0       60.66            0.00               0.00          
  UHM5blood.bin.22      o__Clostridiales (UID1212)         172         263           149         76   187   0    0    0   0       60.66            0.00               0.00          
  UHM5blood.bin.31      o__Clostridiales (UID1212)         172         263           149        116   147   0    0    0   0       59.44            0.00               0.00          
  UHM5blood.bin.3       f__Moraxellaceae (UID4680)          86         689           365        275   412   2    0    0   0       58.63            0.13               0.00          
  UHM91.bin.55          f__Moraxellaceae (UID4680)          86         689           365        262   425   2    0    0   0       57.47            0.13               0.00          
  UHM91.bin.41        f__Pseudomonadaceae (UID4490)        183         843           320        352   491   0    0    0   0       56.56            0.00               0.00          
  UHM5blood.bin.27         k__Bacteria (UID203)            5449        104            58         67    36   1    0    0   0       54.66            1.72              100.00         
  UHM5blood.bin.20         k__Bacteria (UID203)            5449        104            58         64    40   0    0    0   0       54.62            0.00               0.00          
  UHM91.bin.21             k__Bacteria (UID203)            5449        104            58         36    27   34   6    1   0       52.12           22.40               1.72          
  UHM5blood.bin.28         k__Bacteria (UID203)            5449        104            58         66    38   0    0    0   0       51.72            0.00               0.00          
  UHM91.bin.38         o__Lactobacillales (UID544)         293         473           265        225   248   0    0    0   0       48.30            0.00               0.00          
  UHM5blood.bin.30         k__Bacteria (UID203)            5449        104            58         73    30   1    0    0   0       46.55            1.72               0.00          
  UHM91.bin.42          o__Bacteroidales (UID2654)         163         486           266        222   263   1    0    0   0       45.86            0.02              100.00         
  UHM91.bin.33             k__Bacteria (UID203)            5449        104            58         71    33   0    0    0   0       43.10            0.00               0.00          
  UHM91.bin.53             k__Bacteria (UID203)            5449        104            58         75    29   0    0    0   0       41.38            0.00               0.00          
  UHM91.bin.28       f__Enterobacteriaceae (UID5066)        55         546           224        349   197   0    0    0   0       39.78            0.00               0.00          
  UHM5blood.bin.37        k__Bacteria (UID2329)            174         149            89         67    82   0    0    0   0       38.20            0.00               0.00          
  UHM5blood.bin.16      f__Moraxellaceae (UID4680)          86         689           365        404   284   1    0    0   0       37.87            0.27               0.00          
  UHM91.bin.27             k__Bacteria (UID203)            5449        103            57         82    21   0    0    0   0       31.58            0.00               0.00          
  UHM91.bin.4              k__Bacteria (UID203)            5449        104            58         77    27   0    0    0   0       29.89            0.00               0.00          
  UHM91.bin.7              k__Bacteria (UID203)            5449        104            58         85    19   0    0    0   0       29.31            0.00               0.00          
  UHM91.bin.10             k__Bacteria (UID203)            5449        104            58         80    24   0    0    0   0       29.31            0.00               0.00          
  UHM5blood.bin.40         k__Bacteria (UID203)            5449        104            58         85    19   0    0    0   0       29.31            0.00               0.00          
  UHM5blood.bin.24         k__Bacteria (UID203)            5449        104            58         84    15   5    0    0   0       27.59            6.03              40.00          
  UHM91.bin.50             k__Bacteria (UID203)            5449        104            58         88    16   0    0    0   0       25.86            0.00               0.00          
  UHM91.bin.29             k__Bacteria (UID203)            5449        104            58         90    14   0    0    0   0       22.41            0.00               0.00          
  UHM91.bin.49             k__Bacteria (UID203)            5449        104            58         89    12   3    0    0   0       20.69            3.45               0.00          
  UHM91.bin.39             k__Bacteria (UID203)            5449        104            58         92    8    4    0    0   0       18.97            6.90               0.00          
  UHM5blood.bin.10         k__Bacteria (UID203)            5449        103            57         93    10   0    0    0   0       17.54            0.00               0.00          
  UHM91.bin.40             k__Bacteria (UID203)            5449        104            58         92    12   0    0    0   0       17.24            0.00               0.00          
  UHM5blood.bin.11         k__Bacteria (UID203)            5449        104            58         91    13   0    0    0   0       16.38            0.00               0.00          
  UHM91.bin.17              k__Archaea (UID2)              207         149           107        124    22   3    0    0   0       13.83            1.40               0.00          
  UHM91.bin.37             k__Bacteria (UID203)            5449        104            58         95    9    0    0    0   0       13.79            0.00               0.00          
  UHM91.bin.19                 root (UID1)                 5656         56            24         53    3    0    0    0   0       12.50            0.00               0.00          
  UHM91.bin.45             k__Bacteria (UID203)            5449        104            58         96    8    0    0    0   0       12.07            0.00               0.00          
  UHM91.bin.31             k__Bacteria (UID203)            5449        104            58         95    9    0    0    0   0       12.07            0.00               0.00          
  UHM91.bin.32             k__Bacteria (UID203)            5449        102            57         94    8    0    0    0   0       11.70            0.00               0.00          
  UHM5blood.bin.6              root (UID1)                 5656         56            24         54    2    0    0    0   0        8.33            0.00               0.00          
  UHM5blood.bin.13         k__Bacteria (UID203)            5449        103            57         98    5    0    0    0   0        7.89            0.00               0.00          
  UHM91.bin.43             k__Bacteria (UID203)            5449        102            57         98    4    0    0    0   0        7.02            0.00               0.00          
  UHM91.bin.47                 root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM91.bin.44                 root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM91.bin.3                  root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM91.bin.12                 root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM91.bin.1                  root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM5blood.bin.41             root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM5blood.bin.14             root (UID1)                 5656         56            24         55    1    0    0    0   0        4.17            0.00               0.00          
  UHM91.bin.54             k__Bacteria (UID203)            5449        104            58         88    16   0    0    0   0        3.45            0.00               0.00          
  UHM5blood.bin.4          k__Bacteria (UID203)            5449        104            58        102    2    0    0    0   0        1.72            0.00               0.00          
  UHM91.bin.6                  root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM91.bin.51                 root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM91.bin.5              k__Bacteria (UID203)            5449        104            58        104    0    0    0    0   0        0.00            0.00               0.00          
  UHM91.bin.48                 root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM91.bin.46                 root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM91.bin.24                 root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM91.bin.15                 root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.9              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.39             root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.38             root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.36             root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.35             root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.25             root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
  UHM5blood.bin.2              root (UID1)                 5656         56            24         56    0    0    0    0   0        0.00            0.00               0.00          
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
