k141_29763	2	superkingdom	Bacteria	54	51	33	0.560	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_19827	1	no rank	root	18	18	18	1.000	unknown;unknown;unknown	-_root
k141_29768	2	superkingdom	Bacteria	88	81	57	0.560	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_6646	1903414	family	Morganellaceae	9	9	5	0.500	unknown;Proteobacteria;Morganellaceae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae
k141_23201	2	superkingdom	Bacteria	53	49	34	0.600	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_29842	1	no rank	root	54	49	49	1.000	unknown;unknown;unknown	-_root
k141_23237	91347	order	Enterobacterales	4	4	2	0.510	unknown;Proteobacteria;uc_Enterobacterales	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales
k141_36402	1236	class	Gammaproteobacteria	36	35	24	0.780	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_39732	2	superkingdom	Bacteria	63	61	41	0.610	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_30041	2	superkingdom	Bacteria	16	14	12	0.780	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_6541	1	no rank	root	11	11	11	1.000	unknown;unknown;unknown	-_root
k141_40739	2	superkingdom	Bacteria	129	121	78	0.560	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_10900	1903414	family	Morganellaceae	25	22	15	0.600	unknown;Proteobacteria;Morganellaceae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae
k141_50368	1	no rank	root	34	31	31	1.000	unknown;unknown;unknown	-_root
k141_7039	1	no rank	root	72	69	69	1.000	unknown;unknown;unknown	-_root
k141_44037	1236	class	Gammaproteobacteria	40	36	21	0.560	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_50457	1	no rank	root	47	44	44	1.000	unknown;unknown;unknown	-_root
k141_1247	1	no rank	root	11	11	11	1.000	unknown;unknown;unknown	-_root
k141_46883	1	no rank	root	17	17	17	1.000	unknown;unknown;unknown	-_root
k141_7070	1236	class	Gammaproteobacteria	7	6	3	0.500	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_4620	1	no rank	root	37	36	36	1.000	unknown;unknown;unknown	-_root
k141_35678	91347	order	Enterobacterales	15	15	9	0.570	unknown;Proteobacteria;uc_Enterobacterales	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales
k141_29489	1	no rank	root	59	58	58	1.000	unknown;unknown;unknown	-_root
k141_42662	1	no rank	root	16	15	15	1.000	unknown;unknown;unknown	-_root
k141_42673	1	no rank	root	12	11	11	1.000	unknown;unknown;unknown	-_root
k141_12941	1224	phylum	Proteobacteria	4	4	2	0.500	unknown;Proteobacteria;uc_Proteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria
k141_16196	2	superkingdom	Bacteria	61	57	41	0.510	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_35917	1236	class	Gammaproteobacteria	8	8	5	0.600	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_2889	1	no rank	root	31	27	27	1.000	unknown;unknown;unknown	-_root
k141_16308	1224	phylum	Proteobacteria	8	8	5	0.500	unknown;Proteobacteria;uc_Proteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria
k141_19004	1	no rank	root	30	28	28	1.000	unknown;unknown;unknown	-_root
k141_11506	91347	order	Enterobacterales	6	5	5	1.000	unknown;Proteobacteria;uc_Enterobacterales	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales
k141_22176	1	no rank	root	34	31	31	1.000	unknown;unknown;unknown	-_root
k141_4898	1	no rank	root	47	45	45	1.000	unknown;unknown;unknown	-_root
k141_28104	1	no rank	root	91	86	86	1.000	unknown;unknown;unknown	-_root
k141_32142	1224	phylum	Proteobacteria	10	8	6	0.610	unknown;Proteobacteria;uc_Proteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria
k141_18039	2	superkingdom	Bacteria	103	101	68	0.520	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_37934	1	no rank	root	35	32	32	1.000	unknown;unknown;unknown	-_root
k141_41954	1	no rank	root	41	38	38	1.000	unknown;unknown;unknown	-_root
k141_38038	2	superkingdom	Bacteria	12	12	7	0.500	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_15551	2	superkingdom	Bacteria	11	11	9	0.630	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_32254	2	superkingdom	Bacteria	27	26	17	0.540	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_51312	1	no rank	root	47	45	45	1.000	unknown;unknown;unknown	-_root
k141_5025	1	no rank	root	39	37	37	1.000	unknown;unknown;unknown	-_root
k141_26007	2	superkingdom	Bacteria	45	42	31	0.730	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_28635	1	no rank	root	70	67	67	1.000	unknown;unknown;unknown	-_root
k141_15602	2	superkingdom	Bacteria	63	61	37	0.570	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_42216	1	no rank	root	80	74	74	1.000	unknown;unknown;unknown	-_root
k141_22633	2	superkingdom	Bacteria	4	4	3	0.510	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_32279	91347	order	Enterobacterales	13	13	7	0.540	unknown;Proteobacteria;uc_Enterobacterales	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales
k141_28703	91347	order	Enterobacterales	40	38	21	0.570	unknown;Proteobacteria;uc_Enterobacterales	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales
k141_8130	1	no rank	root	42	42	42	1.000	unknown;unknown;unknown	-_root
k141_22877	1	no rank	root	38	37	37	1.000	unknown;unknown;unknown	-_root
k141_22923	1	no rank	root	97	90	90	1.000	unknown;unknown;unknown	-_root
k141_51799	1	no rank	root	21	20	20	1.000	unknown;unknown;unknown	-_root
k141_8242	1	no rank	root	70	64	64	1.000	unknown;unknown;unknown	-_root
k141_2286	1224	phylum	Proteobacteria	8	7	4	0.500	unknown;Proteobacteria;uc_Proteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria
k141_2316	1903414	family	Morganellaceae	5	5	3	0.600	unknown;Proteobacteria;Morganellaceae	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Morganellaceae
k141_45386	2	superkingdom	Bacteria	32	30	21	0.520	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_12649	1	no rank	root	95	90	90	1.000	unknown;unknown;unknown	-_root
k141_35676	2	superkingdom	Bacteria	21	20	13	0.540	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_34007	2	superkingdom	Bacteria	51	48	31	0.580	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_21515	1	no rank	root	3	3	3	1.000	unknown;unknown;unknown	-_root
k141_40877	1224	phylum	Proteobacteria	23	22	16	0.580	unknown;Proteobacteria;uc_Proteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria
k141_46938	1	no rank	root	5	4	4	1.000	unknown;unknown;unknown	-_root
k141_34035	1	no rank	root	17	17	17	1.000	unknown;unknown;unknown	-_root
k141_14662	1	no rank	root	17	16	16	1.000	unknown;unknown;unknown	-_root
k141_4715	2	superkingdom	Bacteria	21	21	14	0.650	uc_Bacteria;uc_Bacteria;uc_Bacteria	-_cellular organisms;d_Bacteria
k141_40992	1	no rank	root	31	30	30	1.000	unknown;unknown;unknown	-_root
k141_1372	1236	class	Gammaproteobacteria	12	12	6	0.500	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_34241	1236	class	Gammaproteobacteria	28	27	15	0.530	unknown;Proteobacteria;uc_Gammaproteobacteria	-_cellular organisms;d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
k141_10255	1	no rank	root	38	37	37	1.000	unknown;unknown;unknown	-_root
